OG	logFC	AveExpr	t	P.Value	adj.P.Val	B
OG_9985	0.679664085	0.9318931527	2.22955808780283	0.050687158535137	0.0816961675596091	-5.10149897796086
OG_14410	-0.4408412176	1.7854838444	-2.22085976555386	0.0514318863159388	0.0828690955054168	-5.11553756664343
OG_13275	0.4012721126	3.2775519895	2.21963866619787	0.0515372785067428	0.0829939580502714	-5.1175069436393
OG_12419	-2.0506974014	-4.4768966989	-2.21956738940341	0.0515434368112785	0.0829939580502714	-5.11762188739621
OG_11947	1.3171808842	-3.8646649391	2.2176441004405	0.0517098780019282	0.0832344601655872	-5.12072301008141
OG_11670	1.0607244354	7.1263991911	2.21400867547738	0.05202590985092	0.0837155115924014	-5.1265824210017
OG_9660	-0.328328888999999	3.8130467843	-2.21261286036842	0.0521477458055473	0.0838838656951279	-5.12883130500777
OG_9921	-0.381938875199999	4.9562414674	-2.21239905157053	0.0521664328216929	0.0838862400438573	-5.12917574495736
OG_20250	0.5532319044	3.6485828856	2.20894995240075	0.0524687831013369	0.0843288569664396	-5.13473065141071
OG_16667	1.0530157598	-0.3338772451	2.2088645947203	0.0524762870700064	0.0843288569664396	-5.13486808745444
OG_8487	2.2735537994	-1.5550361875	2.20341189900506	0.0529578020906018	0.0850745970301889	-5.14364398037831
OG_931	0.416498484999998	4.3726516649	2.20285562914337	0.0530071645202768	0.0851258385080161	-5.14453887473543
OG_15233	1.7372837564	-1.6363236788	2.2015120215931	0.0531265775152463	0.0852895055366635	-5.14670008561226
OG_21751	2.6008291816	3.9410788126	2.19878647708356	0.0533696094104372	0.0856514574469776	-5.15108282714464
OG_4429	0.7050366364	2.9911389274	2.19850298023004	0.0533949499309598	0.0856639190136597	-5.15153859414094
OG_30684	0.8277834492	2.6909087294	2.19758837495034	0.0534767817232314	0.0857669740437742	-5.15300883757515
OG_12297	0.572278827	2.9666774037	2.19609184087541	0.0536109414723511	0.0859538581369208	-5.15541410503842
OG_8430	0.4831919834	2.3333974203	2.19529827535683	0.0536822141182127	0.0860168637998071	-5.15668932351354
OG_8917	-0.4068531106	2.2065708469	-2.19526131997759	0.0536855354286034	0.0860168637998071	-5.1567487051621
OG_8993	-0.9385933988	-4.72319946	-2.19506492055877	0.0537031898694605	0.0860168739479955	-5.1570642834624
OG_15295	-0.6023208734	3.4321997045	-2.19385752077273	0.0538118469376992	0.0861625959179848	-5.15900415046998
OG_30326	0.501394539200001	4.3844093796	2.1924672522055	0.0539372239323248	0.0863349850397868	-5.16123738418991
OG_8261	-0.943118817999999	2.1869090072	-2.19191862349428	0.0539867778952882	0.0863859341633732	-5.16211853482066
OG_12061	0.5221592944	3.239565921	2.18992203564868	0.0541674877988498	0.0866466476966176	-5.16532462733914
OG_10778	-1.7559680112	-2.914645134	-2.18693209653553	0.0544391981154208	0.087052707222625	-5.17012400465809
OG_16923	-0.955044234399999	-4.7170904944	-2.18354748482623	0.0547483621268374	0.0875183722552331	-5.17555424913817
OG_137	0.7436419476	2.7587733768	2.18240554678076	0.05485305314652	0.0876569773888979	-5.17738572786801
OG_13308	0.3073246934	3.4412015731	2.18155499005066	0.0549311563128542	0.0877530173283682	-5.17874966977032
OG_12209	-0.382508072000001	2.8566677566	-2.17883865702567	0.0551813053272052	0.0881237490710349	-5.18310434524482
OG_30204	0.490183512000001	3.1875401024	2.17821258100682	0.0552391167559931	0.0881871782078973	-5.18410777579092
OG_430	0.369704217000002	4.8425596759	2.17616303734734	0.0554287791640778	0.0884609920254471	-5.18739195670532
OG_30800	0.4270456642	3.4115370497	2.17428855676277	0.0556027911895187	0.0887096576948329	-5.19039469858691
OG_8523	0.3261574082	4.4075937969	2.17128902924706	0.0558823400737319	0.0891152543863385	-5.19519782778086
OG_15431	1.1898679448	-0.8080722478	2.17116867673134	0.0558935848705451	0.0891152543863385	-5.19539050051772
OG_760	0.400845464	2.380623157	2.16903613525864	0.0560931949306157	0.0893785662357793	-5.19880388793492
OG_8524	-0.294081286000001	4.5715624574	-2.16901249890334	0.0560954111849095	0.0893785662357793	-5.19884171431823
